ds,yhat,yhat_lower,yhat_upper
2014-02-20,279.1347846544238,-3437.9722450130143,4572.512280448705
2014-02-21,564.3427633611755,-3311.271402426331,4870.48502738899
2014-02-22,200.86086374286583,-3938.3729153042464,4385.958428424521
2014-02-23,431.09710281305047,-3674.018261470497,4569.310407984091
2014-02-24,699.7046798490541,-3549.236246234615,4655.534331499115
2014-02-27,693.0236207782735,-3427.030324801709,4756.2672652759375
2014-03-01,767.6359292057386,-3485.154416048572,4974.225441060223
2014-03-02,1062.918697039216,-3058.765282639265,5150.738127400493
2014-03-03,1387.1924438256158,-2587.851988944117,5505.604178932398
2014-03-04,921.2375484183386,-3149.231673366644,5497.514335184437
2014-03-05,170.06197948736553,-3570.644627911888,4333.161045031576
2014-03-07,1855.9624221270496,-2150.4350794021734,6077.9677353690595
2014-03-10,2140.012465422021,-2112.3928869424903,6266.017330179831
2014-03-11,1635.7334044715158,-2465.832941927958,5654.416737955135
2014-03-14,2397.6958131812785,-2065.4136721324035,6538.620433694503
2014-03-15,2031.7286971898511,-2301.4093650518967,6483.301042602379
2014-03-16,2233.931642612685,-1904.360173254821,6252.504469706061
2014-03-17,2449.6435677348013,-1479.7606410761443,6748.887589727156
2014-03-18,1861.9038094361836,-2263.8683424522515,5998.257175156091
2014-03-19,978.2042235999506,-3287.923761969574,5291.353600568748
2014-03-21,2377.542207320952,-1795.4096824738222,6449.323364707176
2014-03-22,1935.8114319220717,-2217.464377362212,6468.141139562809
2014-03-23,2067.6475269030875,-2308.4842027657332,6321.857645501904
2014-03-24,2219.5025744632762,-2269.1692441537994,6414.172149055071
2014-03-25,1575.3495704853667,-2757.377919232029,5644.018539143158
2014-03-26,643.4180666912448,-3496.133454767461,4717.266547426283
2014-03-28,1972.7444262400595,-2045.3661019455285,5972.886141067089
2014-03-29,1509.654008579933,-2630.302106553591,5843.985132520982
2014-03-30,1629.1557820386188,-2297.9172102853777,5990.559205353585
2014-03-31,1777.3954763676088,-2406.8683267337174,5998.068055841005
2014-04-01,1137.8541156451709,-2968.9679804126026,5267.8447847536945
2014-04-02,218.1021484530488,-3964.8291135060567,4420.529085607791
2014-04-03,1368.297780118466,-2625.8867139990234,5176.119318928435
2014-04-04,1591.1550710854835,-2337.113182437805,5940.869031232777
2014-04-05,1157.671462808695,-2971.6874301723074,5148.9487946438585
2014-04-06,1310.523958514196,-3102.295983062206,5472.309029319373
2014-04-07,1494.744995670642,-2575.6922826382133,5555.3428751881365
2014-04-08,892.6984195774309,-3139.3201337250316,5263.197348309021
2014-04-11,1456.930541176354,-2803.856180202852,5296.248890261753
2014-04-12,1056.7218738991262,-3437.79152927525,5271.86761875431
2014-04-13,1239.6639769182632,-3247.7513558054225,5293.269572288194
2014-04-15,870.1728688299056,-3268.3385890930604,5233.143641724394
2014-04-16,5.808286293288347,-4243.4953479589285,4038.740602572725
2014-04-18,1472.6482840694719,-2980.9698325974264,5876.722744625782
2014-04-19,1075.8838789548504,-2859.902481197173,5319.790599151459
2014-04-20,1257.9742676386022,-2934.3883028554546,5486.87994675818
2014-04-21,1463.7511440211065,-2865.90346207632,5223.6833352008625
2014-04-22,875.6313191875587,-3128.833621124125,4928.043297539638
2014-04-23,0.3878138872198633,-4058.8952607897077,3917.0208378775756
2014-04-25,1439.9094422173584,-2699.3779230644673,5684.899632338739
2014-04-26,1028.1679825118863,-3085.366983354319,4973.563692885537
2014-04-28,1387.137412745723,-2696.8265771857677,5663.991226905658
2014-04-29,786.4944817561835,-3459.486493458649,4786.667660539761
2014-04-30,-99.1484575864099,-4013.6255191156306,4152.146090511503
2014-05-02,1327.9863844336728,-2802.4728877498187,5683.199038608578
2014-05-03,915.0299705929302,-3345.52936520245,4806.959402876015
2014-05-04,1084.68909409106,-3151.6371438070864,5514.975466482076
2014-05-05,1282.6158953996292,-2593.9407562876418,5520.048439834833
2014-05-06,691.8839334642114,-3198.920350456736,5254.512789536392
2014-05-07,-180.2578989769047,-4269.892517806378,3860.97014551345
2014-05-08,1016.1104917008947,-3009.6877778474854,5225.969107524296
2014-05-09,1283.5439695110597,-3095.6526021106624,5286.779993411949
2014-05-10,892.953333042746,-3318.7169228604303,5263.056954977544
2014-05-11,1086.9935698889149,-3413.4090348223513,5075.260892473362
2014-05-12,1310.7305353756378,-3118.2170956840214,5464.882051375713
2014-05-13,746.6067829872916,-3255.665555320832,4615.783655180099
2014-05-14,-98.78613297888796,-4410.2476746953735,3973.2349918541936
2014-05-16,1416.2874845789588,-2536.974044310857,5408.520069211448
2014-05-17,1048.9416656558226,-3509.435347507877,5198.695281094155
2014-05-18,1263.84643940151,-2858.9390547825724,5333.431658092987
2014-05-19,1505.5511617421778,-2678.1572113379693,5803.435363032381
2014-05-20,956.0569054678355,-3163.455230916918,5183.1663051425085
2014-05-21,121.59984250833372,-4135.287317358203,4090.028762701658
2014-05-22,1351.1744287968643,-2917.740847642085,5618.774151412401
2014-05-23,1646.5214179834372,-2553.5307306976424,5801.086835993969
2014-05-24,1277.8699679923168,-3061.6654065893954,5307.491722694452
2014-05-25,1487.3428190218665,-2273.697459988289,5666.315730257832
2014-05-26,1719.6354843208305,-2630.2706542950996,5786.704586044235
2014-05-27,1156.989920631644,-3085.511058542398,5104.790798617569
2014-05-28,305.96987582256725,-3771.151297212597,4673.18159192931
2014-05-30,1789.210964597175,-2514.79746777054,5818.999741729913
2014-05-31,1396.4295857031145,-2679.5874364332994,5536.387839860269
2014-06-01,1580.307759075379,-2716.2476760641653,5812.7230125057795
2014-06-02,1786.1171695520507,-2270.1977475187878,6218.375434089759
2014-06-03,1196.6813345609871,-3239.96556069139,5305.178074188092
2014-06-04,319.13573371161124,-3518.0483162916416,4583.102044416105
2014-06-06,1752.2714408068568,-2323.487759522175,5878.558886070728
2014-06-07,1336.8793363513078,-2802.110205728267,5060.9923611166505
2014-06-08,1500.3272982897956,-3081.586358413022,5539.622232129519
2014-06-09,1688.2177261025618,-2560.1102780785077,5600.832429848283
2014-06-10,1083.6300077411756,-3440.99672594492,4919.6695381366535
2014-06-13,1611.7363880542446,-2665.6882863796145,6003.618553966606
2014-06-14,1193.232885656387,-2752.333064105676,5542.196823743324
2014-06-15,1356.4352798223397,-2760.6764253776987,5530.827525235267
2014-06-16,1546.7489141258852,-2402.238037722184,5764.7026449932855
2014-06-17,946.9993829535389,-3169.3279719955235,5004.393115665547
2014-06-18,64.1984204283126,-4134.611388496307,4497.955469801299
2014-06-20,1500.9315833383002,-2571.517284464164,5617.009834610187
2014-06-21,1093.6114198613363,-3002.7484167573307,5284.623669137791
2014-06-22,1268.6588455036692,-2890.2606642008973,5626.566218473515
2014-06-23,1471.1109000159638,-2558.3471729149364,5276.9235017525425
2014-06-24,883.4444350593059,-3191.3324016065903,5140.187737920729
2014-06-25,12.351330356872495,-3674.252754481874,4596.870822398294
2014-06-27,1470.2863890554443,-2984.92172744002,5459.955097910903
2014-06-28,1072.0298103414898,-3068.8507440141793,5228.473829165131
2014-06-29,1254.9128018786705,-2988.0443527534035,5547.495712128163
2014-06-30,1463.8859523207595,-2895.0815398734385,5682.59743587081
2014-07-01,881.3922798498469,-3306.789549854252,5009.4396594879745
2014-07-02,14.14038591368194,-4190.39306916614,4110.671911281584
2014-07-04,1476.059565342562,-2831.62744822895,5516.371036723021
2014-07-05,1078.1925821753146,-2879.6359046594707,5300.694498608583
2014-07-06,1260.6135365792184,-2619.3673049031486,5537.536822668039
2014-07-07,1468.463225386833,-2684.870395228661,5673.741418548163
2014-07-08,884.3871895426923,-3194.3112257564653,5169.954021374594
2014-07-09,15.300487123418407,-4026.793184306559,4551.547339619068
2014-07-11,1473.5894563069219,-2737.9100593497324,5947.067372617134
2014-07-12,1074.288375112722,-3293.40472604695,5387.099768605971
2014-07-13,1255.7322674776801,-3061.6617869406173,5419.735968747376
2014-07-14,1463.177819878763,-2819.034658400554,5612.123892062245
2014-07-15,879.35269154209,-3321.0039913161727,5148.435815554251
2014-07-18,1473.5148884819293,-2495.197668043932,5558.727661783729
2014-07-19,1077.181433636913,-2666.1563457458315,5572.390518394327
2014-07-20,1262.1229974659843,-3156.359363331409,5134.327064143178
2014-07-21,1473.4781040061864,-2569.701576008439,5514.776296736834
2014-07-22,893.835717266396,-3249.6925895832833,5211.3383973142045
2014-07-23,30.004218062939344,-4368.857587385465,3950.1690105603598
2014-07-25,1500.6303354311924,-2741.2666841456653,5657.9250602154625
2014-07-26,1108.0123257493915,-3329.375908006225,5035.681156901365
2014-07-27,1296.1833967160785,-3214.7188811355954,5423.1074113472005
2014-07-28,1510.1681947376705,-2583.6668274091035,5779.640263422486
2014-07-30,69.84591418044306,-3818.918158584831,4571.727276345446
2014-08-01,1540.6598350525862,-2952.800892719508,5469.729514328157
2014-08-02,1147.1182123373687,-2922.126361903798,5006.618528914055
2014-08-03,1333.8217062666279,-2908.407673474623,5545.785582037322
2014-08-04,1545.9471906330068,-2548.884740766111,5710.075442492502
2014-08-05,966.1882722206113,-3385.730447564392,4636.598542552275
2014-08-06,101.52517161673063,-4252.239435384273,4389.779077345138
2014-08-08,1569.3546734914949,-2452.664926451486,5832.156071904548
2014-08-09,1175.4254892834956,-3118.1293824350237,5116.034049131078
2014-08-11,1577.1295575294275,-2610.7633329021915,5911.639191044963
2014-08-12,1001.1897654185334,-3327.586649865441,5104.024944287432
2014-08-15,1628.1861260933588,-2304.777674605083,6028.989410386214
2014-08-16,1246.8953602735012,-2780.2706733365103,5468.349514394784
2014-08-17,1449.4788327567137,-2844.710170511361,5364.948830327193
2014-08-19,1125.5843900374173,-3120.142723019453,5271.516798116279
2014-08-20,289.11566401604273,-3741.6295841966503,4640.611143122946
2014-08-22,1826.0799572962624,-2343.9583258523026,5903.962485406981
2014-08-23,1472.8010311455848,-2600.3991716431165,5434.843488147187
2014-08-24,1704.5583568415109,-2616.325360597224,6041.195442699182
2014-08-25,1966.3799323973258,-2074.968262237536,6383.209218647681
2014-08-26,1440.6840010834196,-2726.8847732172594,5813.441561503439
2014-08-27,634.0458571257819,-3214.705351447019,4944.427285898748
2014-08-29,2227.5468833059003,-1983.5286005827988,6156.457068609679
2014-08-30,1899.8225769284647,-2163.1534928816372,6227.156644296672
2014-08-31,2154.5595064126614,-1933.8105386852474,6322.228288525736
2014-09-01,2436.2305603378813,-1542.509508784839,6827.975037248223
2014-09-02,1926.7284990936137,-1978.6213689830138,6159.842651956837
2014-09-03,1132.1441372781937,-2983.2529750432054,5417.59465316885
2014-09-05,2735.6627654386375,-1322.7578085865466,7142.6897998580835
2014-09-06,2405.2296872375478,-1490.3311608923223,6608.816639775296
2014-09-07,2651.788496714572,-1474.6035146655242,6701.919209603101
2014-09-08,2919.6714050191886,-1531.8562219555517,7005.470293829241
2014-09-09,2390.7179361030517,-1570.1837730100142,6230.477789747234
2014-09-10,1571.0556822188275,-2588.7268497298032,5825.625175175636
2014-09-11,2809.6202710756397,-1545.7724197611547,7243.911729665904
2014-09-12,3108.139778171193,-1024.9936120678258,7441.166331453046
2014-09-13,2736.8730551283165,-1205.4802314066105,6823.011121194492
2014-09-14,2938.0111501620468,-1169.0996161989103,6712.930325561493
2014-09-15,3156.352943823378,-867.1820297831124,7294.531779820982
2014-09-16,2574.2756266746187,-1666.4685727347326,6694.320347061055
2014-09-17,1698.507348081954,-2285.15861885283,5866.209223773518
2014-09-19,3117.093997334532,-740.0103544196671,7530.560262580701
2014-09-20,2684.86541629267,-1394.4971385051178,7018.051033850029
2014-09-21,2824.8970528110594,-1383.9234393878749,7254.978911726581
2014-09-22,2982.752545002193,-1321.8448964815723,6986.658213759989
2014-09-23,2341.5736922088586,-1737.9841597424838,6082.987959001022
2014-09-24,1408.842050537473,-2668.6333453621423,5795.823594161613
2014-09-25,2534.8790668374104,-1589.193485456397,6672.103695750821
2014-09-26,2722.810333481705,-1454.5130678550331,6788.8691484768815
2014-09-27,2244.2837729989405,-2297.4234667624587,6650.152570490945
2014-09-28,2342.8512511669437,-1822.0239061927957,6387.230455538112
2014-09-29,2464.625042046165,-1431.3926468826276,6255.297079346529
2014-09-30,1793.2300450912096,-2509.0914695791434,6126.513029346245
2014-10-01,836.5593270404984,-3374.3708025747346,5196.66788624307
2014-10-02,1945.2692254561084,-2089.119191133002,5921.7040633644465
2014-10-03,2122.7396161176403,-1740.0093458650906,6449.377130161349
2014-10-04,1640.7891576139698,-2508.595412377634,5765.349698727626
2014-10-05,1743.0550029522722,-2551.6055759984793,5993.777620373825
2014-10-06,1875.6483820175522,-2118.8049530534618,6189.2879682395105
2014-10-07,1222.1069272073587,-2968.088567186066,5682.014751051728
2014-10-08,290.1512809582555,-4020.2482287714843,4634.216265498653
2014-10-09,1430.1821844449557,-2581.823855683359,5870.639561631464
2014-10-10,1645.2436098300536,-2466.366042168259,5762.919502545864
2014-10-11,1206.741709105905,-2919.8478078751727,5343.627306264654
2014-10-12,1357.8290294422898,-2726.257666209814,5766.932197994916
2014-10-13,1544.065359811236,-2995.011202833847,6189.047927945259
2014-10-14,948.3760430701834,-3249.51590520577,5204.750226020819
2014-10-15,77.81525457412545,-4216.927538752287,4452.838728647564
2014-10-16,1282.0704082954105,-3176.7164587452858,5525.716185269494
2014-10-17,1563.433212857196,-2701.922701610652,5850.143923009551
2014-10-18,1192.5271069423725,-3123.1800879202883,5344.16259013311
2014-10-19,1411.7004751683546,-2957.559853135411,5654.10076439998
2014-10-20,1665.6969545522022,-2466.423623928254,5717.919586437133
2014-10-21,1136.6235927284852,-2894.7104179030885,5236.149557081784
2014-10-22,330.7242977771075,-3817.242285306478,4359.495595554055
2014-10-24,1936.663406934566,-1810.6854298954947,6375.1669757933105
2014-10-25,1619.930599906412,-2917.986570221401,5866.425401103646
2014-10-26,1888.3710118335334,-2606.471770562945,5625.574134523163
2014-10-27,2186.1146785853243,-1859.2358331324072,6327.613352469475
2014-10-28,1694.7247364427085,-2465.020468150597,5629.358808905675
2014-10-29,919.9799670102007,-3252.579876306938,5117.871495486034
2014-10-31,2567.223857477801,-1483.2574171148317,6689.815959237114
2014-11-01,2260.1749334899237,-1972.214057085023,6449.5273632198805
2014-11-02,2530.848728594283,-1660.3826913646287,6499.341619665157
2014-11-03,2823.4071066752877,-1619.5593467048368,6860.438931630386
2014-11-04,2319.5558679638893,-1896.9869072528022,6478.987933427601
2014-11-05,1525.3273157635872,-2492.9966512969086,5524.088389532391
2014-11-06,2789.6015259619085,-1314.5444291900599,7248.369747095726
2014-11-07,3114.0914819941254,-1232.9719287014143,7384.55975563317
2014-11-08,2769.0814662422245,-1775.3398376995397,6894.364595504811
2014-11-09,2996.8278003231794,-1207.0120923245986,7224.909189534944
2014-11-10,3242.2329733551514,-1131.0216807396262,7357.3754528903855
2014-11-11,2687.8137054838226,-1442.2812996197094,6910.639182088191
2014-11-12,1840.4702067228723,-2302.4744410000144,5848.551529779092
2014-11-14,3319.0299268514154,-903.3864055040217,7186.890284850391
2014-11-15,2918.811323344179,-1247.5119616419684,7142.997540612712
2014-11-16,3092.52889935868,-1138.440429015594,7118.238641699915
2014-11-17,3285.9935788830426,-904.3297924830083,7394.005248058743
2014-11-18,2682.5848992219453,-1373.4773062348288,6944.40878842843
2014-11-19,1790.0023969016702,-2291.688458896402,5815.722473173627
2014-11-20,2958.754960528391,-945.1061045532801,7021.323805640849
2014-11-21,3192.1139487590435,-1035.2688742826385,7304.849474149627
2014-11-22,2761.8201340972955,-1510.5171856435963,6872.338711203871
2014-11-23,2911.4542548018144,-1029.8618796559106,7214.43930938132
2014-11-24,3087.082907920306,-1006.5475057618803,7312.709486401814
2014-11-25,2472.2010121210137,-1849.5830263380162,6360.098872669613
2014-11-26,1574.4787518079993,-2522.3600696166704,5772.3902866409635
2014-11-27,2744.249579105707,-1467.6025589229473,6906.515099331087
2014-11-28,2984.465206045373,-1084.4358605753175,7235.389620583492
2014-11-29,2566.4077100233835,-1900.1099112951508,6619.402660137028
2014-11-30,2733.0685205437608,-1518.4862506998454,7053.080089289859
2014-12-01,2929.805926914396,-1212.3340342378235,7246.466347655678
2014-12-02,2339.3021621300986,-1849.7963952615319,6797.600566642959
2014-12-03,1468.3277219468223,-2657.4266814690573,6085.556130418518
2014-12-04,2666.2491690044835,-1785.6314780532057,7000.9970223785285
2014-12-05,2935.0059563101486,-1299.722662268485,7239.104327960011
2014-12-06,2544.845933945604,-1852.074959758849,6556.934684861615
2014-12-07,2737.7287944863606,-1148.4297788883846,6895.934281077293
2014-12-08,2958.0085426030805,-1383.9548475987915,6996.174833425958
2014-12-09,2387.4154606478314,-1767.6974754850185,6531.973416117415
2014-12-10,1531.8446308116245,-2711.7448411456994,5324.519781441078
2014-12-12,3012.8255813012297,-1276.32393116943,7107.716947116832
2014-12-13,2620.3929674250776,-1368.1362768972328,6643.249541173042
2014-12-14,2804.1871209413684,-1437.1299540449102,7167.255318282139
2014-12-15,3008.3678532305985,-1049.918278441372,6948.388722144409
2014-12-16,2414.6470151523627,-1938.8893480825338,7159.343113050203
2014-12-17,1529.0815177635757,-2790.413851820241,6004.217557971357
2014-12-19,2931.0180255567852,-966.3232261628842,7326.550842384714
2014-12-20,2490.740806405651,-1618.8455824640178,6808.390848090282
2014-12-21,2622.212492364687,-1514.8808755444097,6698.712177587115
2014-12-22,2770.572691147686,-1522.2560499038655,7073.938299629824
2014-12-23,2118.6307440052224,-1888.33337037969,6190.432485111135
2014-12-24,1173.6349048772674,-2866.52218167978,5383.895777712808
2014-12-26,2458.15571395307,-1807.6695338602517,6521.867395786802
2014-12-27,1962.4951519816,-2091.00782053516,6280.543864063766
2014-12-28,2042.5167789470825,-2202.9296829912887,6187.719593399332
2014-12-29,2144.587799256522,-2120.616205468441,6567.45521124876
2014-12-30,1452.6602761761974,-2576.1320391460717,5368.635748352986
2014-12-31,475.01123122193053,-3559.3467620521524,4423.014751866556
2015-01-02,1719.6096493297293,-2357.7238788564714,5565.923513892357
2015-01-03,1217.9408705084863,-2940.9164749693928,5197.295115330144
2015-01-04,1301.7718071327022,-2762.4760355960752,5912.615026880957
2015-01-05,1417.5925612530054,-2936.7741349727476,5416.887581490328
2015-01-06,749.2579196193641,-3848.391550103069,4803.463904196762
2015-01-09,1141.7726622040643,-2877.61989752796,5308.241241592638
2015-01-10,697.7479798323409,-3359.013986149716,5396.286709743555
2015-01-12,1029.966879130165,-2829.2064679709597,5304.638945032801
2015-01-13,433.8928482033757,-3640.21454822223,4691.559482960955
2015-01-17,676.207225159476,-3136.8057768141766,4870.128260117349
2015-01-19,1136.6568997763316,-2809.0606280249467,5402.559369837938
2015-01-23,1321.8201523877406,-3007.423068383392,5444.81742795349
2015-01-24,966.203785187632,-3244.146737031133,5033.979797339432
2015-01-26,1429.5063348119263,-2594.4682342795713,5823.307836706136
2015-01-27,873.535856122216,-3317.43658352193,5154.3908083562965
2015-01-28,25.378915623733747,-4191.93946878181,4162.682073515104
2015-01-30,1500.3328375278481,-2386.8660124465546,5502.202373923463
2015-01-31,1095.4598839677346,-2944.6155550099734,5574.987091657468
2015-02-03,825.3976491690502,-3724.985059691585,4830.453973545451
2015-02-06,1264.040242418527,-3026.005076353628,5533.18149828725
2015-02-07,801.9325536379124,-3203.5195652839147,5102.089925363728
2015-02-08,916.2759270575917,-3246.0375154639655,5276.588633716071
2015-02-09,1053.7598950950103,-3286.194520051551,5149.215852377354
2015-02-10,398.65410077191405,-3985.196988818207,4834.757535742042
2015-02-14,330.951806138047,-3916.2479749798676,4651.65097618713
2015-02-15,462.58653841211276,-3426.3207428197975,4201.893932130575
2015-02-16,628.9239281563589,-3448.7222473130346,4790.8930901747335
2015-02-18,-874.5951775119138,-5379.355545495113,3562.722467258924
2015-02-20,582.6405529387401,-3571.702339013097,4789.915539415852
2015-02-21,202.490692221691,-4339.687067066309,4321.609035491113
2015-02-22,416.2977321730825,-3641.71682315932,4524.254509291887
2015-02-23,669.0485489793987,-3229.5577153426793,4997.0794440415875
2015-02-25,-655.8564378645187,-4826.344647018624,3364.74716937648
2015-02-27,975.7427295714463,-3266.7577844481384,5348.095672878605
2015-02-28,676.7542196322781,-3133.351921459464,4962.386759954903
2015-03-01,965.4930818392968,-3298.4537922762834,4776.295264313228
2015-03-02,1285.4406778819296,-2721.569395821145,5398.81359581919
2015-03-05,1380.5242421191642,-2778.3973124703207,5462.663984006905
2015-03-06,1759.8411732522638,-2714.0985158996587,6066.517380104744
2015-03-07,1473.510656887141,-2680.4615240676767,5404.944628992018
2015-03-08,1762.465051080226,-2499.7878660165243,5637.6931010845165
2015-03-09,2070.271089579867,-2347.986870941777,6386.368867565376
2015-03-10,1578.124951769185,-2231.037899742791,5957.502257149189
2015-03-12,2059.4128042173156,-2008.908779976408,6108.498201895148
2015-03-13,2382.942094180149,-1812.2946708611826,6444.672886412663
2015-03-14,2032.440551571891,-2091.2664173614353,6200.774948891774
2015-03-15,2250.1980078867273,-1950.0159356096128,6874.967729128853
2015-03-16,2481.2576004863568,-1714.7689430945659,6518.836677179782
2015-03-17,1908.3755861361146,-1921.422200650434,5710.7413104288025
2015-03-19,2222.6617256909503,-2164.466965876796,6630.378625787681
2015-03-20,2463.132423423239,-1609.1517297274386,6569.851660161113
2015-03-21,2031.925291069519,-2143.732250106505,5908.168086095313
2015-03-22,2172.7723091876687,-2055.122592004466,6321.650929534663
2015-03-23,2332.0143256665883,-1795.155970834656,6445.980973532575
2015-03-24,1693.5624942946765,-2642.4420798833644,5796.349411794144
2015-03-26,1899.1810474950078,-2366.4312693304746,6273.151394272278
2015-03-27,2097.9249233378714,-1948.55180194074,6352.18253083277
2015-03-28,1633.9606070817456,-2612.3915311259784,5377.643760375675
2015-03-29,1751.1669613117938,-2467.7944701053734,5915.456253937372
2015-03-30,1895.8394477891693,-2435.8801692068337,6058.50725319925
2015-03-31,1251.6316780554,-3020.489015742009,5168.46021891642
2015-04-02,1470.2184325296091,-2682.970285848189,5555.189729707068
2015-04-04,1245.7481802289824,-2979.569004830897,5291.191066590481
2015-04-05,1391.4546964585984,-3020.531649930049,5756.318639617264
2015-04-06,1568.6454959658254,-2502.039684989042,5657.412453229484
2015-04-07,959.8665008989584,-3099.071537608913,5053.551472931993
2015-04-09,1253.5842648175098,-2653.129648853333,5120.31385763946
2015-04-10,1507.208873024877,-2394.61541651167,5814.978710847588
2015-04-11,1102.857473995878,-3121.1149580455267,5306.50221844545
2015-04-12,1282.5241232007547,-2635.082929054957,5457.335125595212
2015-04-13,1490.6633903147663,-2986.5217500212075,5425.501701573244
2015-04-14,909.1778088164963,-3142.2520469760584,5047.165502250459
2015-04-16,1244.6674818785577,-3186.6770947479076,5550.25713926961
2015-04-17,1512.227345802372,-2416.1476628551322,5665.204763728264
2015-04-18,1117.072716296559,-3095.0719774148592,5094.135445042427
2015-04-19,1301.3070753287504,-2731.967855048939,5203.1671802611945
2015-04-20,1509.634994198073,-2734.727273724188,5782.104049435993
2015-04-21,924.3371444727633,-3517.46154741273,5250.770461805836
2015-04-22,52.045719959290864,-4048.8857390280123,4317.673020423663
2015-04-24,1497.3010781391563,-2647.848076918341,5490.151031483865
2015-04-25,1088.0747011956787,-3096.0850353529486,5260.527294610838
2015-04-26,1257.4197234739574,-3058.326481358231,5501.656558812442
2015-04-27,1450.7857072716643,-2781.044278952039,5994.637593057769
2015-04-28,851.1815380227046,-3213.281626079462,4980.124178178955
2015-04-29,-34.070729716207325,-4114.6908701428,3973.895675523475
2015-04-30,1145.1559686609378,-3106.0340420317893,5058.908187875178
2015-05-01,1391.7494898072575,-2869.357378800338,5835.670641448313
2015-05-02,977.0683945077078,-3078.04774601316,5051.599721602727
2015-05-03,1144.315873013006,-3086.1878401459894,5465.4815024549
2015-05-04,1339.1894835948056,-2956.238198396315,5219.162767562367
2015-05-07,1060.4124915539203,-3191.5730660900886,5345.1991579205005
2015-05-08,1323.0423003382493,-2915.6328442351833,5411.039707572865
2015-05-09,927.4806925947893,-3084.4764321191597,5025.673236910421
2015-05-10,1116.506562529477,-2973.444139093887,5159.644171965826
2015-05-11,1335.3114142324168,-3152.196084178116,5679.631849664491
2015-05-12,766.4616487501845,-3722.947529772301,4944.792379891131
2015-05-13,-83.33256564231851,-3992.4748506844794,4080.4998700428237
2015-05-14,1135.2941664837679,-3144.4702019592164,5193.01174030713
2015-05-15,1424.341816307816,-2839.130592030057,5473.150681650022
2015-05-16,1054.1816127145707,-2847.847540936276,5192.171291913008
2015-05-17,1266.959121799541,-2685.5595194342213,5555.678449924642
2015-05-18,1507.2746549646292,-2854.8331771644766,5647.565398118293
2015-05-20,122.86806189776257,-4310.408400886929,4409.864103731414
2015-05-21,1353.3823213883966,-3051.3906066239456,5377.4742685709525
2015-05-22,1650.419035481718,-2713.969875849294,5699.380876036091
2015-05-23,1284.163510308989,-2822.5155606666603,5591.8598455205165
2015-05-24,1496.6781307046224,-2424.0530504462668,5923.449843807274
2015-05-25,1732.5834542387272,-2245.757585958269,5984.734186555072
2015-05-26,1174.034142868029,-3041.752209429046,5382.823900355789
2015-05-28,1542.2659692221187,-2527.67078415277,5788.422642576147
2015-05-29,1820.4423514551984,-2394.493812335011,6079.149943151792
2015-05-30,1432.6648391303002,-2750.65718102493,5480.219909456143
2015-05-31,1621.5036395401276,-2760.264742962023,5782.001225494035
2015-06-01,1832.127006763324,-2358.5795173449187,5879.583073741506
2015-06-04,1562.081838471962,-2493.10984196176,5635.55919814138
